0,1,2,3
"{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 2, 'net_seed': 45040, 'image_reward': array([1.06689489, 0.13504101]), 'hps': array([0.28637695, 0.28759766]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 2, 'net_seed': 45041, 'image_reward': array([1.9202677 , 1.87028086]), 'hps': array([0.32641602, 0.31958008]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 2, 'net_seed': 45042, 'image_reward': array([ 1.91622865, -2.0724864 ]), 'hps': array([0.31738281, 0.22851562]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 2, 'net_seed': 45043, 'image_reward': array([ 0.68560791, -0.36050487]), 'hps': array([0.29272461, 0.31762695]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 2, 'net_seed': 46000, 'image_reward': array([-0.8644948 , -0.93264574]), 'hps': array([0.24584961, 0.27807617]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 2, 'net_seed': 46001, 'image_reward': array([-0.30151606, -1.18175888]), 'hps': array([0.25      , 0.24804688]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 2, 'net_seed': 46002, 'image_reward': array([ 0.02876413, -1.62684917]), 'hps': array([0.28857422, 0.22851562]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 2, 'net_seed': 46003, 'image_reward': array([ 1.21098661, -1.4009496 ]), 'hps': array([0.31420898, 0.25390625]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 2, 'net_seed': 46010, 'image_reward': array([-1.12372601, -1.50588977]), 'hps': array([0.27001953, 0.28417969]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 2, 'net_seed': 46011, 'image_reward': array([-0.43898559, -0.92557716]), 'hps': array([0.2746582 , 0.26196289]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 2, 'net_seed': 46012, 'image_reward': array([-0.44198281, -0.46205091]), 'hps': array([0.29614258, 0.27124023]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 2, 'net_seed': 46013, 'image_reward': array([1.67513096, 1.57202566]), 'hps': array([0.33105469, 0.29174805]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 2, 'net_seed': 46020, 'image_reward': array([ 1.64807582, -1.08497989]), 'hps': array([0.31640625, 0.28466797]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 2, 'net_seed': 46021, 'image_reward': array([ 1.14854836, -1.16885448]), 'hps': array([0.31030273, 0.26904297]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 2, 'net_seed': 46022, 'image_reward': array([ 1.80424893, -1.06288147]), 'hps': array([0.32495117, 0.29858398]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 2, 'net_seed': 46023, 'image_reward': array([ 0.10336912, -1.12117517]), 'hps': array([0.30004883, 0.28613281]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 2, 'net_seed': 46030, 'image_reward': array([-1.41345048, -1.54238236]), 'hps': array([0.24194336, 0.20458984]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 2, 'net_seed': 46031, 'image_reward': array([ 0.87119257, -2.10195017]), 'hps': array([0.27563477, 0.24377441]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 2, 'net_seed': 46032, 'image_reward': array([-1.75163007, -1.75806308]), 'hps': array([0.21557617, 0.20263672]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 2, 'net_seed': 46033, 'image_reward': array([ 1.21532917, -1.77670455]), 'hps': array([0.31469727, 0.22412109]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 2, 'net_seed': 46040, 'image_reward': array([-1.18577802, -1.67677808]), 'hps': array([0.26879883, 0.30322266]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 2, 'net_seed': 46041, 'image_reward': array([ 1.04065478, -0.09917095]), 'hps': array([0.28857422, 0.27661133]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 2, 'net_seed': 46042, 'image_reward': array([1.84867704, 1.304708  ]), 'hps': array([0.27612305, 0.28417969]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 2, 'net_seed': 46043, 'image_reward': array([-0.81381917, -1.05780768]), 'hps': array([0.29052734, 0.28271484]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 42, 'num_particles': 4, 'net_seed': 42000, 'image_reward': array([1.84516537, 1.83938205, 1.83325136, 1.81266022]), 'hps': array([0.27929688, 0.34106445, 0.27954102, 0.32983398]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 42, 'num_particles': 4, 'net_seed': 42001, 'image_reward': array([1.80907977, 1.80249906, 1.66099715, 1.42863059]), 'hps': array([0.29467773, 0.29296875, 0.29492188, 0.29345703]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 42, 'num_particles': 4, 'net_seed': 42002, 'image_reward': array([-1.76068568, -1.76068568, -1.76068568, -1.76068568]), 'hps': array([0.23730469, 0.23730469, 0.23730469, 0.23730469]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 42, 'num_particles': 4, 'net_seed': 42003, 'image_reward': array([-1.04166901, -1.65121555, -1.74420464, -1.83636987]), 'hps': array([0.2355957 , 0.24914551, 0.23632812, 0.25488281]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 42, 'num_particles': 4, 'net_seed': 42010, 'image_reward': array([-0.86226934, -0.9192186 , -1.1150589 , -1.53980219]), 'hps': array([0.25463867, 0.25097656, 0.24389648, 0.2421875 ]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 42, 'num_particles': 4, 'net_seed': 42011, 'image_reward': array([0.19610506, 0.19610506, 0.19610506, 0.19610506]), 'hps': array([0.31347656, 0.31347656, 0.31347656, 0.31347656]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 42, 'num_particles': 4, 'net_seed': 42012, 'image_reward': array([1.93581593, 1.83430052, 1.39655972, 1.29870248]), 'hps': array([0.31469727, 0.29663086, 0.29101562, 0.30004883]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 42, 'num_particles': 4, 'net_seed': 42013, 'image_reward': array([-0.31849295, -0.34536633, -0.43853626, -0.93435484]), 'hps': array([0.28735352, 0.24731445, 0.26098633, 0.27636719]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 42, 'num_particles': 4, 'net_seed': 42020, 'image_reward': array([-0.9535352, -0.9535352, -0.9535352, -0.9535352]), 'hps': array([0.27929688, 0.27929688, 0.27929688, 0.27929688]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 42, 'num_particles': 4, 'net_seed': 42021, 'image_reward': array([1.90542829, 1.85134959, 1.83888555, 1.7899164 ]), 'hps': array([0.33837891, 0.30981445, 0.34912109, 0.3425293 ]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 42, 'num_particles': 4, 'net_seed': 42022, 'image_reward': array([1.81707144, 1.72215879, 1.67468524, 1.67234981]), 'hps': array([0.35107422, 0.3515625 , 0.33959961, 0.34277344]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 42, 'num_particles': 4, 'net_seed': 42023, 'image_reward': array([-0.84664661, -0.98775089, -1.1179316 , -1.11796188]), 'hps': array([0.27490234, 0.24914551, 0.28710938, 0.2878418 ]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 42, 'num_particles': 4, 'net_seed': 42030, 'image_reward': array([0.73305547, 0.73305547, 0.73305547, 0.73305547]), 'hps': array([0.32495117, 0.32495117, 0.32495117, 0.32495117]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 42, 'num_particles': 4, 'net_seed': 42031, 'image_reward': array([0.61812598, 0.55316186, 0.52616954, 0.4526802 ]), 'hps': array([0.24719238, 0.24853516, 0.2434082 , 0.24609375]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 42, 'num_particles': 4, 'net_seed': 42032, 'image_reward': array([1.19754052, 1.15725493, 0.92574471, 0.88352442]), 'hps': array([0.31152344, 0.30541992, 0.3059082 , 0.31152344]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 42, 'num_particles': 4, 'net_seed': 42033, 'image_reward': array([ 0.73521149, -1.70888579, -1.70990133, -1.86395204]), 'hps': array([0.32055664, 0.22521973, 0.23925781, 0.23962402]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 42, 'num_particles': 4, 'net_seed': 42040, 'image_reward': array([1.88963473, 1.87812817, 1.86299682, 1.71245599]), 'hps': array([0.30029297, 0.31323242, 0.30322266, 0.30395508]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 42, 'num_particles': 4, 'net_seed': 42041, 'image_reward': array([1.91826546, 1.91298556, 1.91294014, 1.87082863]), 'hps': array([0.30712891, 0.30810547, 0.30566406, 0.30737305]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 42, 'num_particles': 4, 'net_seed': 42042, 'image_reward': array([1.92976213, 1.92782223, 1.89930761, 1.89616215]), 'hps': array([0.29711914, 0.29614258, 0.30102539, 0.29077148]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 42, 'num_particles': 4, 'net_seed': 42043, 'image_reward': array([1.92360723, 1.91888893, 1.91751564, 1.15975058]), 'hps': array([0.3190918 , 0.33276367, 0.28979492, 0.2890625 ]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 43, 'num_particles': 4, 'net_seed': 43000, 'image_reward': array([0.66918594, 0.66918594, 0.66918594, 0.58446628]), 'hps': array([0.25878906, 0.25878906, 0.25878906, 0.28149414]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 43, 'num_particles': 4, 'net_seed': 43001, 'image_reward': array([1.91430366, 1.88179922, 1.85088146, 1.02803051]), 'hps': array([0.31225586, 0.30297852, 0.32202148, 0.29760742]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 43, 'num_particles': 4, 'net_seed': 43002, 'image_reward': array([1.70238686, 1.67791939, 1.6742928 , 1.60496318]), 'hps': array([0.29907227, 0.30053711, 0.30175781, 0.28881836]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 43, 'num_particles': 4, 'net_seed': 43003, 'image_reward': array([ 1.86749375,  0.62190127, -0.09871478, -0.15234488]), 'hps': array([0.31298828, 0.28393555, 0.24401855, 0.26245117]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 43, 'num_particles': 4, 'net_seed': 43010, 'image_reward': array([1.84453964, 1.83796704, 1.83189547, 1.71131551]), 'hps': array([0.32958984, 0.32519531, 0.32177734, 0.32543945]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 43, 'num_particles': 4, 'net_seed': 43011, 'image_reward': array([1.77519536, 1.69037926, 1.56195354, 1.49564219]), 'hps': array([0.32666016, 0.32373047, 0.32788086, 0.32250977]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 43, 'num_particles': 4, 'net_seed': 43012, 'image_reward': array([-0.3532806 , -0.44297373, -0.46430355, -0.54572493]), 'hps': array([0.26635742, 0.27441406, 0.27758789, 0.28369141]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 43, 'num_particles': 4, 'net_seed': 43013, 'image_reward': array([ 1.92569125,  1.6487546 , -0.21535644, -0.44873333]), 'hps': array([0.34008789, 0.32421875, 0.30151367, 0.25463867]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 43, 'num_particles': 4, 'net_seed': 43020, 'image_reward': array([1.8850764, 1.8850764, 1.8850764, 1.8850764]), 'hps': array([0.34692383, 0.34692383, 0.34692383, 0.34692383]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 43, 'num_particles': 4, 'net_seed': 43021, 'image_reward': array([1.88633347, 1.8689369 , 1.85284352, 1.82150996]), 'hps': array([0.35498047, 0.36230469, 0.36376953, 0.37548828]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 43, 'num_particles': 4, 'net_seed': 43022, 'image_reward': array([1.90511501, 1.72433674, 1.58924901, 1.58588696]), 'hps': array([0.32006836, 0.30151367, 0.33569336, 0.33105469]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 43, 'num_particles': 4, 'net_seed': 43023, 'image_reward': array([ 1.93346393,  1.87754488, -1.18526042, -1.38373852]), 'hps': array([0.35546875, 0.29248047, 0.2746582 , 0.27392578]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 43, 'num_particles': 4, 'net_seed': 43030, 'image_reward': array([0.96364677, 0.87675494, 0.8069253 , 0.5455516 ]), 'hps': array([0.33325195, 0.32958984, 0.32714844, 0.33251953]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 43, 'num_particles': 4, 'net_seed': 43031, 'image_reward': array([0.1732676, 0.1732676, 0.1732676, 0.1732676]), 'hps': array([0.29174805, 0.29174805, 0.29174805, 0.29174805]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 43, 'num_particles': 4, 'net_seed': 43032, 'image_reward': array([-1.88045502, -1.95201778, -1.97116852, -2.04555845]), 'hps': array([0.22680664, 0.23413086, 0.22619629, 0.21789551]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 43, 'num_particles': 4, 'net_seed': 43033, 'image_reward': array([ 1.11852551,  0.88938177, -1.82953572, -1.83127642]), 'hps': array([0.2902832 , 0.31567383, 0.22973633, 0.24645996]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 43, 'num_particles': 4, 'net_seed': 43040, 'image_reward': array([1.33343554, 1.24398172, 1.23722351, 1.02796686]), 'hps': array([0.27954102, 0.28442383, 0.28417969, 0.28466797]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 43, 'num_particles': 4, 'net_seed': 43041, 'image_reward': array([1.90774298, 1.90229905, 1.83767045, 1.81779206]), 'hps': array([0.30151367, 0.2956543 , 0.29614258, 0.29589844]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 43, 'num_particles': 4, 'net_seed': 43042, 'image_reward': array([1.73986053, 1.69648337, 1.52827954, 1.48640084]), 'hps': array([0.29785156, 0.28417969, 0.30322266, 0.29541016]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 43, 'num_particles': 4, 'net_seed': 43043, 'image_reward': array([ 1.82459199,  0.87212807, -1.36696851, -1.40875602]), 'hps': array([0.31835938, 0.27124023, 0.28125   , 0.27490234]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 44, 'num_particles': 4, 'net_seed': 44000, 'image_reward': array([-1.35394061, -1.37304616, -1.40075409, -1.41869235]), 'hps': array([0.24609375, 0.25366211, 0.25488281, 0.24938965]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 44, 'num_particles': 4, 'net_seed': 44001, 'image_reward': array([1.82922292, 1.80634761, 1.75943482, 1.72672617]), 'hps': array([0.31762695, 0.30004883, 0.3112793 , 0.31152344]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 44, 'num_particles': 4, 'net_seed': 44002, 'image_reward': array([1.82865214, 1.81674218, 1.71167982, 1.68005717]), 'hps': array([0.31079102, 0.31494141, 0.27392578, 0.29443359]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 44, 'num_particles': 4, 'net_seed': 44003, 'image_reward': array([-1.02913499, -1.42461836, -2.13427806, -2.17099404]), 'hps': array([0.27539062, 0.2590332 , 0.21740723, 0.20507812]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 44, 'num_particles': 4, 'net_seed': 44010, 'image_reward': array([-0.24137817, -0.31266159, -0.31865239, -0.63706654]), 'hps': array([0.28662109, 0.27490234, 0.27954102, 0.27807617]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 44, 'num_particles': 4, 'net_seed': 44011, 'image_reward': array([-0.68970501, -0.68970501, -0.68970501, -0.68970501]), 'hps': array([0.2722168, 0.2722168, 0.2722168, 0.2722168]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 44, 'num_particles': 4, 'net_seed': 44012, 'image_reward': array([ 0.26943108,  0.26543748,  0.15523282, -0.43838373]), 'hps': array([0.26220703, 0.27392578, 0.27636719, 0.27124023]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 44, 'num_particles': 4, 'net_seed': 44013, 'image_reward': array([ 1.79829633,  1.35518932, -0.10766617, -0.53279769]), 'hps': array([0.34179688, 0.30761719, 0.2578125 , 0.28393555]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 44, 'num_particles': 4, 'net_seed': 44020, 'image_reward': array([1.88155723, 1.86114061, 1.85807288, 1.72360659]), 'hps': array([0.33544922, 0.32104492, 0.3203125 , 0.33154297]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 44, 'num_particles': 4, 'net_seed': 44021, 'image_reward': array([1.86964691, 1.79217863, 1.78731143, 1.77826631]), 'hps': array([0.32202148, 0.30932617, 0.29931641, 0.30126953]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 44, 'num_particles': 4, 'net_seed': 44022, 'image_reward': array([1.93902624, 1.92987013, 1.92134917, 1.91634214]), 'hps': array([0.35107422, 0.34960938, 0.32348633, 0.34838867]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 44, 'num_particles': 4, 'net_seed': 44023, 'image_reward': array([ 1.82582426, -0.27594692, -1.04458308, -1.24584186]), 'hps': array([0.30273438, 0.29833984, 0.28344727, 0.27148438]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 44, 'num_particles': 4, 'net_seed': 44030, 'image_reward': array([0.29912665, 0.29912665, 0.29912665, 0.29912665]), 'hps': array([0.28833008, 0.28833008, 0.28833008, 0.28833008]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 44, 'num_particles': 4, 'net_seed': 44031, 'image_reward': array([1.14970326, 1.08329964, 1.02083647, 0.96837783]), 'hps': array([0.32470703, 0.32641602, 0.33203125, 0.30981445]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 44, 'num_particles': 4, 'net_seed': 44032, 'image_reward': array([1.76034987, 1.65914464, 1.59104669, 1.46260428]), 'hps': array([0.30322266, 0.31787109, 0.30786133, 0.30932617]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 44, 'num_particles': 4, 'net_seed': 44033, 'image_reward': array([ 1.10101748,  0.77362245, -0.12724036, -1.94403994]), 'hps': array([0.31274414, 0.32128906, 0.29907227, 0.22460938]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 44, 'num_particles': 4, 'net_seed': 44040, 'image_reward': array([1.95682538, 1.94974768, 1.93933547, 1.93141532]), 'hps': array([0.31811523, 0.32519531, 0.32128906, 0.32250977]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 44, 'num_particles': 4, 'net_seed': 44041, 'image_reward': array([1.91543376, 1.91516066, 1.9079057 , 1.86861575]), 'hps': array([0.31494141, 0.2980957 , 0.3137207 , 0.29443359]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 44, 'num_particles': 4, 'net_seed': 44042, 'image_reward': array([1.63460827, 1.52644658, 1.50287056, 1.45944023]), 'hps': array([0.29541016, 0.29321289, 0.29174805, 0.29150391]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 44, 'num_particles': 4, 'net_seed': 44043, 'image_reward': array([ 1.91040099,  1.90471077, -0.09312478, -1.48124993]), 'hps': array([0.30834961, 0.30761719, 0.27734375, 0.2668457 ]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 45, 'num_particles': 4, 'net_seed': 45000, 'image_reward': array([1.16503859, 1.15322769, 1.05436778, 0.96797901]), 'hps': array([0.30981445, 0.31298828, 0.31103516, 0.30444336]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 45, 'num_particles': 4, 'net_seed': 45001, 'image_reward': array([1.83710456, 1.82358694, 1.80578434, 1.63960862]), 'hps': array([0.32910156, 0.33276367, 0.32397461, 0.3347168 ]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 45, 'num_particles': 4, 'net_seed': 45002, 'image_reward': array([-1.2694819 , -1.38292539, -1.38443375, -1.41637027]), 'hps': array([0.2512207 , 0.25585938, 0.25927734, 0.25317383]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 45, 'num_particles': 4, 'net_seed': 45003, 'image_reward': array([ 1.83715224,  0.99818629, -1.36866462, -1.58908987]), 'hps': array([0.28198242, 0.29956055, 0.24768066, 0.23974609]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 45, 'num_particles': 4, 'net_seed': 45010, 'image_reward': array([1.52730882, 1.52730882, 1.51569271, 1.51569271]), 'hps': array([0.28198242, 0.28198242, 0.27392578, 0.27392578]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 45, 'num_particles': 4, 'net_seed': 45011, 'image_reward': array([-0.34255883, -0.40003085, -0.46583366, -0.50969064]), 'hps': array([0.28173828, 0.27905273, 0.26757812, 0.27197266]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 45, 'num_particles': 4, 'net_seed': 45012, 'image_reward': array([-0.34247693, -0.36413309, -0.42164955, -0.68280113]), 'hps': array([0.29467773, 0.28125   , 0.28100586, 0.27880859]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 45, 'num_particles': 4, 'net_seed': 45013, 'image_reward': array([ 0.13265708, -0.1468174 , -0.53163648, -1.18557096]), 'hps': array([0.26635742, 0.30029297, 0.25561523, 0.25830078]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 45, 'num_particles': 4, 'net_seed': 45020, 'image_reward': array([1.76873457, 1.75895989, 1.7559036 , 1.72427237]), 'hps': array([0.34716797, 0.33056641, 0.33569336, 0.34301758]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 45, 'num_particles': 4, 'net_seed': 45021, 'image_reward': array([1.89211226, 1.89041173, 1.86675036, 1.86135292]), 'hps': array([0.34301758, 0.34277344, 0.34765625, 0.35498047]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 45, 'num_particles': 4, 'net_seed': 45022, 'image_reward': array([1.86310458, 1.84513724, 1.82790017, 1.78413558]), 'hps': array([0.36132812, 0.34643555, 0.36352539, 0.35229492]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 45, 'num_particles': 4, 'net_seed': 45023, 'image_reward': array([ 1.88460159,  1.86875582, -1.54259348, -1.66082668]), 'hps': array([0.33813477, 0.34521484, 0.26806641, 0.26708984]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 45, 'num_particles': 4, 'net_seed': 45030, 'image_reward': array([-1.81297839, -1.85205054, -1.9448874 , -2.00397372]), 'hps': array([0.25390625, 0.22961426, 0.2401123 , 0.22363281]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 45, 'num_particles': 4, 'net_seed': 45031, 'image_reward': array([1.67170858, 1.6223743 , 1.46442437, 1.34282315]), 'hps': array([0.31689453, 0.31787109, 0.3449707 , 0.33740234]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 45, 'num_particles': 4, 'net_seed': 45032, 'image_reward': array([1.22107947, 0.98012227, 0.96794695, 0.80941653]), 'hps': array([0.28881836, 0.27661133, 0.27124023, 0.28027344]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 45, 'num_particles': 4, 'net_seed': 45033, 'image_reward': array([-0.11045848, -1.27524137, -1.52681804, -1.81023717]), 'hps': array([0.29858398, 0.2322998 , 0.21972656, 0.23815918]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 4, 'net_seed': 45040, 'image_reward': array([1.92246652, 1.91950405, 1.90394473, 1.89039993]), 'hps': array([0.30371094, 0.30493164, 0.30053711, 0.30493164]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 4, 'net_seed': 45041, 'image_reward': array([1.91995394, 1.90611362, 1.90186274, 1.89319944]), 'hps': array([0.32177734, 0.31762695, 0.31835938, 0.31152344]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 4, 'net_seed': 45042, 'image_reward': array([1.9012841 , 1.89676917, 1.89636385, 1.8912555 ]), 'hps': array([0.31958008, 0.32299805, 0.3046875 , 0.31054688]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 45, 'num_particles': 4, 'net_seed': 45043, 'image_reward': array([ 0.69464105, -0.3175146 , -0.6142146 , -1.13918233]), 'hps': array([0.29296875, 0.31713867, 0.27490234, 0.25268555]), 'potential_type': 'base'}"
